image_id,crop,class,glcm_contrast,glcm_homogeneity,entropy,hue_mean,saturation_mean,value_mean,edge_density,vegetation_index,texture_energy,shape_factor,moisture_proxy,label
SIM_00186,Crop07,Class07,20.3071,0.5011,5.3979,128.949,139.5602,150.0091,0.12,-0.4546,0.0956,0.4936,0.5327,Class07
SIM_00187,Crop08,Class01,30.0298,0.4776,6.9695,133.768,94.8672,199.0389,0.0866,0.2493,0.1682,0.6555,0.4725,Class01
SIM_00188,Crop04,Class08,19.0461,0.487,6.3266,139.1093,129.0727,183.3818,0.0249,-0.4844,0.1356,0.7139,0.3487,Class08
SIM_00189,Crop08,Class01,23.1667,0.488,6.7643,136.0069,92.8738,205.3932,0.0829,0.1063,0.1376,0.6507,0.5059,Class01
SIM_00190,Crop09,Class15,10.116,0.4306,5.6667,128.1075,140.6812,164.4053,0.0405,0.1688,0.165,0.3411,0.3226,Class15
SIM_00191,Crop09,Class10,35.2907,0.4015,6.9692,56.2064,145.2171,167.3709,0.1108,-0.2208,0.2758,0.2886,0.5753,Class10
SIM_00192,Crop08,Class04,13.8021,0.4131,4.7064,71.5285,141.8417,144.2626,0.0707,-0.1547,0.3806,0.8002,0.4265,Class04
SIM_00193,Crop07,Class13,25.7125,0.5219,6.7042,66.0221,183.6623,166.4428,0.1102,-0.4346,0.2038,0.6048,0.7663,Class13
SIM_00194,Crop03,Class01,25.8992,0.449,6.5975,122.1282,82.2668,208.7452,0.0988,0.0607,0.1835,0.5772,0.6648,Class01
SIM_00195,Crop08,Class09,12.4144,0.4569,5.1287,98.6413,135.5551,146.4327,0.0595,0.3241,0.2486,0.5214,0.3729,Class09
SIM_00196,Crop04,Class02,31.718,0.4575,6.7723,108.0548,119.676,141.8752,0.0336,0.0092,0.2345,0.8508,0.2871,Class02
SIM_00197,Crop06,Class01,34.2228,0.4338,6.727,138.6238,89.5971,198.8575,0.0908,0.4134,0.1955,0.4709,0.3025,Class01
SIM_00198,Crop04,Class04,19.1914,0.3941,5.5558,52.9386,129.1543,120.4128,0.0825,-0.0572,0.2172,0.6147,0.3266,Class04
SIM_00199,Crop04,Class05,23.8364,0.5709,5.338,95.069,157.8773,115.2794,0.0281,-0.5049,0.2751,0.754,0.5807,Class05
SIM_00200,Crop02,Class11,18.8553,0.4925,6.0535,134.4199,129.4619,190.7228,0.1024,0.0957,0.2933,0.5654,0.4778,Class11
SIM_00201,Crop10,Class14,34.3845,0.3613,4.9395,81.1628,104.6117,145.0001,0.0359,0.0771,0.283,0.4137,0.6063,Class14
SIM_00202,Crop02,Class12,23.2916,0.3767,6.0046,50.612,157.5097,131.5657,0.0521,-0.3814,0.2385,0.4243,0.6607,Class12
SIM_00203,Crop01,Class12,30.2403,0.3378,6.2516,51.9646,156.2096,130.7287,0.0732,-0.3407,0.3445,0.3041,0.6478,Class12
SIM_00204,Crop10,Class09,19.9478,0.2857,4.7386,68.0479,114.2251,111.9644,0.0481,-0.0405,0.1217,0.3597,0.3984,Class09
SIM_00205,Crop06,Class06,31.9544,0.3789,5.7826,113.0897,93.9929,200.1378,0.0455,0.0998,0.3808,0.5447,0.5056,Class06
SIM_00206,Crop05,Class04,19.3225,0.4204,5.0062,24.4549,158.8355,164.5029,0.1083,-0.2371,0.2473,0.8172,0.2699,Class04
SIM_00207,Crop08,Class15,6.5169,0.57,5.3486,124.998,165.7591,191.9998,0.0443,0.1903,0.1787,0.4297,0.5431,Class15
SIM_00208,Crop04,Class08,22.1513,0.4219,6.741,134.698,118.5125,187.4049,0.0303,-0.3941,0.0825,0.7271,0.2742,Class08
SIM_00209,Crop02,Class09,9.6188,0.658,5.6167,142.5835,170.0155,186.102,0.0609,0.202,0.2887,0.414,0.2813,Class09
SIM_00210,Crop08,Class01,25.4803,0.4366,6.6731,137.8205,132.4756,183.4775,0.1106,0.1396,0.2284,0.6361,0.4475,Class01
SIM_00211,Crop02,Class07,22.6492,0.3825,5.8724,82.0357,135.5054,157.3394,0.0938,-0.2863,0.1607,0.4162,0.3424,Class07
SIM_00212,Crop06,Class11,12.4351,0.3453,5.5285,84.6829,92.7778,216.0247,0.0637,0.2405,0.2699,0.4376,0.4269,Class11
SIM_00213,Crop10,Class08,36.0141,0.3484,6.0877,105.5484,98.247,170.7817,0.0274,-0.4258,0.1207,0.5208,0.4908,Class08
SIM_00214,Crop10,Class10,39.6201,0.5423,5.7822,31.0982,173.0003,154.7387,0.0838,-0.1368,0.1272,0.4774,0.719,Class10
SIM_00215,Crop04,Class13,25.2927,0.428,6.679,63.92,203.9514,139.7576,0.0833,-0.3778,0.1547,0.7292,0.5727,Class13
SIM_00216,Crop08,Class01,29.9289,0.5025,6.8398,122.6832,102.3705,160.6388,0.0949,0.2635,0.1723,0.6146,0.3858,Class01
SIM_00217,Crop07,Class14,28.7063,0.5385,6.0595,88.9776,163.1269,145.0365,0.0811,0.0556,0.363,0.4519,0.7406,Class14
SIM_00218,Crop05,Class13,25.6721,0.4848,5.6798,31.8244,182.9991,175.0114,0.0963,-0.4079,0.2342,0.7428,0.6047,Class13
SIM_00219,Crop02,Class07,15.2175,0.514,5.8156,81.6592,166.6587,173.9299,0.0852,-0.3952,0.209,0.5188,0.472,Class07
SIM_00220,Crop04,Class12,16.7833,0.2785,5.9813,66.5389,133.3229,119.5591,0.0342,-0.3427,0.2276,0.5548,0.5095,Class12
SIM_00221,Crop07,Class01,21.1469,0.5824,6.3929,130.9043,108.6366,194.2563,0.0975,-0.0648,0.1372,0.6516,0.5703,Class01
SIM_00222,Crop10,Class05,35.3336,0.543,5.1058,23.2187,140.7444,113.4221,0.0324,-0.3365,0.2228,0.7413,0.7849,Class05
SIM_00223,Crop01,Class02,32.2659,0.5603,6.7953,99.8753,145.6061,186.3634,0.0481,0.0634,0.3222,0.6139,0.1702,Class02
SIM_00224,Crop08,Class10,29.1552,0.5779,6.4574,120.6916,187.7683,152.5713,0.0801,-0.0406,0.2184,0.6103,0.7641,Class10
SIM_00225,Crop09,Class13,24.9933,0.3268,6.6602,44.489,176.0422,129.3751,0.0899,-0.355,0.3433,0.4769,0.7438,Class13
SIM_00226,Crop10,Class10,34.297,0.46,5.9173,39.3737,154.2082,162.028,0.0688,-0.2176,0.1469,0.3523,0.7509,Class10
SIM_00227,Crop05,Class11,18.7666,0.3169,5.7371,108.7412,142.133,207.5257,0.1055,-0.0314,0.2189,0.5862,0.4813,Class11
SIM_00228,Crop02,Class03,36.208,0.6203,6.9259,77.9736,136.7098,138.7436,0.0449,0.1068,0.3644,0.857,0.3677,Class03
SIM_00229,Crop03,Class15,8.6633,0.5005,5.0202,121.2997,163.5323,175.6623,0.0718,0.3289,0.1355,0.3385,0.6227,Class15
SIM_00230,Crop09,Class03,24.8228,0.4505,6.8465,52.9924,99.7888,101.6089,0.0502,0.0874,0.3528,0.6976,0.371,Class03
SIM_00231,Crop09,Class08,26.3752,0.3344,6.7639,115.9078,99.1624,193.8594,0.0577,-0.4353,0.1982,0.7056,0.3081,Class08
SIM_00232,Crop07,Class11,17.863,0.4796,4.997,139.041,102.5851,189.2189,0.0954,-0.1698,0.2262,0.8087,0.7286,Class11
SIM_00233,Crop02,Class13,17.6241,0.4386,6.5994,64.9269,189.3213,172.369,0.0904,-0.1966,0.2682,0.6238,0.7018,Class13
SIM_00234,Crop02,Class15,15.694,0.5635,6.2351,101.446,193.8314,182.9463,0.0472,0.3701,0.2495,0.4183,0.3966,Class15
SIM_00235,Crop05,Class09,11.1888,0.5679,5.2923,107.5752,153.7287,156.2017,0.0855,-0.0344,0.1588,0.3817,0.3388,Class09
SIM_00236,Crop06,Class09,12.5651,0.4117,5.6431,140.1108,126.0653,186.3583,0.049,0.1564,0.2272,0.4042,0.1766,Class09
SIM_00237,Crop01,Class07,25.5919,0.4437,5.3104,92.0861,132.9084,147.8461,0.1133,-0.3435,0.2525,0.4177,0.2305,Class07
SIM_00238,Crop07,Class09,16.8149,0.5045,5.1487,130.1059,163.9625,138.7145,0.0877,-0.0449,0.1508,0.6108,0.3229,Class09
SIM_00239,Crop06,Class11,12.6914,0.3855,4.8904,145.8393,99.7717,196.2627,0.0652,-0.0028,0.2679,0.4145,0.4726,Class11
SIM_00240,Crop01,Class10,31.8374,0.6264,6.7513,62.4673,205.9026,165.8815,0.0993,-0.2147,0.2634,0.2659,0.5404,Class10
SIM_00241,Crop01,Class09,10.5819,0.5392,5.4208,108.5172,159.4768,127.9336,0.0659,-0.118,0.3014,0.2845,0.2041,Class09
SIM_00242,Crop05,Class07,25.5064,0.5134,5.0206,64.1727,118.4403,176.1371,0.1164,-0.436,0.1081,0.6082,0.2905,Class07
SIM_00243,Crop08,Class03,30.7984,0.5914,6.5212,101.1697,122.086,140.9665,0.0453,0.172,0.3348,0.7807,0.3033,Class03
SIM_00244,Crop09,Class01,24.0211,0.4271,6.4311,117.0614,87.7039,188.9578,0.112,-0.057,0.1495,0.5337,0.4351,Class01
SIM_00245,Crop05,Class07,23.005,0.3532,4.8007,69.5461,125.4072,185.1563,0.1271,-0.3135,0.081,0.5333,0.31,Class07
SIM_00246,Crop03,Class06,20.6794,0.5006,5.7147,50.3435,101.4001,154.9351,0.0992,-0.0161,0.2392,0.7709,0.6394,Class06
SIM_00247,Crop10,Class10,41.3569,0.4781,6.4564,33.2142,194.1224,144.8455,0.0909,-0.218,0.1603,0.3934,0.6832,Class10
SIM_00248,Crop05,Class14,13.1296,0.6138,5.4051,20.276,164.3597,177.3861,0.0436,0.0,0.2936,0.6173,0.5056,Class14
SIM_00249,Crop04,Class11,22.9496,0.3635,5.6444,101.9683,105.6904,182.9676,0.0786,0.1216,0.2125,0.7372,0.3982,Class11
SIM_00250,Crop05,Class13,27.4076,0.5631,5.5834,33.3041,206.2173,152.3082,0.1241,-0.315,0.1435,0.7544,0.6822,Class13
SIM_00251,Crop01,Class09,11.7438,0.5043,5.8865,97.7185,154.0284,129.7437,0.0589,-0.1366,0.261,0.3038,0.2146,Class09
SIM_00252,Crop04,Class14,25.0899,0.4119,5.4696,83.702,146.8561,131.8185,0.0269,0.157,0.3147,0.4615,0.3907,Class14
SIM_00253,Crop06,Class15,7.8493,0.4767,5.8206,128.0035,128.9987,217.051,0.0254,0.314,0.2208,0.2734,0.2296,Class15
SIM_00254,Crop10,Class03,39.6531,0.5929,6.4096,18.6834,147.5961,93.131,0.027,0.0878,0.2639,0.8271,0.4105,Class03
SIM_00255,Crop08,Class10,35.5803,0.5975,5.8392,109.0355,189.4283,197.8697,0.1003,0.2061,0.2029,0.4755,0.7495,Class10
SIM_00256,Crop08,Class08,21.561,0.5253,5.5377,128.7791,134.9428,183.9408,0.0379,-0.2702,0.1557,0.8031,0.4593,Class08
SIM_00257,Crop06,Class15,11.6161,0.5882,5.5865,144.3318,152.6754,200.6633,0.0303,0.2853,0.2239,0.2779,0.3456,Class15
SIM_00258,Crop02,Class09,12.0097,0.4693,5.4638,126.3363,182.108,191.1929,0.0507,0.0416,0.2641,0.3947,0.253,Class09
SIM_00259,Crop04,Class01,23.9239,0.496,6.7451,142.0757,78.2579,197.4175,0.0943,-0.0279,0.1114,0.6423,0.3122,Class01
SIM_00260,Crop10,Class04,28.0391,0.35,5.4693,26.8753,157.2912,125.6355,0.0836,-0.2921,0.3034,0.7527,0.282,Class04
SIM_00261,Crop01,Class02,26.4703,0.5892,6.7883,62.407,156.2066,139.4111,0.0405,0.0642,0.3569,0.4652,0.2501,Class02
SIM_00262,Crop09,Class04,9.3172,0.363,5.6763,81.5796,104.8233,118.9416,0.0972,-0.0437,0.3633,0.3853,0.3576,Class04
SIM_00263,Crop07,Class02,31.0882,0.5834,6.7038,86.5055,131.5088,172.0961,0.0614,-0.0366,0.2649,0.7281,0.4599,Class02
SIM_00264,Crop03,Class12,19.6828,0.3659,5.194,88.222,128.6853,123.9922,0.0692,-0.3308,0.2341,0.3157,0.8504,Class12
SIM_00265,Crop08,Class08,23.4441,0.5187,6.4238,100.1929,103.1262,171.7289,0.0524,-0.2314,0.1826,0.7176,0.394,Class08
SIM_00266,Crop09,Class11,23.3491,0.2442,6.415,144.3461,118.0167,176.4342,0.1025,0.0524,0.3151,0.5288,0.3372,Class11
SIM_00267,Crop01,Class15,9.9652,0.5409,6.1531,84.4928,185.6501,189.2999,0.0639,0.2237,0.2615,0.2433,0.4705,Class15
SIM_00268,Crop02,Class10,37.4673,0.5927,7.0904,67.2554,201.3199,206.6197,0.0991,-0.1435,0.1942,0.4547,0.6568,Class10
SIM_00269,Crop07,Class08,20.1995,0.5135,6.1149,125.7242,156.1631,178.4859,0.0787,-0.4558,0.1092,0.7827,0.6907,Class08
SIM_00270,Crop10,Class05,32.4263,0.5817,5.5974,45.7602,154.4467,103.3349,0.0395,-0.4524,0.2945,0.6332,0.6661,Class05
SIM_00271,Crop01,Class12,27.802,0.4274,5.7255,43.1859,150.7097,106.6881,0.0427,-0.2881,0.332,0.2977,0.5952,Class12
SIM_00272,Crop07,Class08,26.0895,0.5993,6.0023,131.8213,150.5535,168.3276,0.0483,-0.4678,0.1155,0.7824,0.5278,Class08
SIM_00273,Crop02,Class12,23.2792,0.3786,6.2322,76.0129,127.3504,175.8762,0.0497,-0.2959,0.3505,0.3951,0.7537,Class12
SIM_00274,Crop07,Class01,23.6251,0.5363,6.6066,136.654,103.6882,206.8917,0.1289,-0.112,0.1253,0.7195,0.4988,Class01
SIM_00275,Crop07,Class03,37.6982,0.6434,6.4915,66.2731,156.5866,116.5981,0.0729,-0.149,0.227,0.8869,0.6222,Class03
SIM_00276,Crop01,Class02,34.3065,0.6493,6.9484,80.1058,149.9871,176.6422,0.0596,0.0119,0.365,0.631,0.2696,Class02
SIM_00277,Crop07,Class11,12.9696,0.3517,5.3601,101.2796,120.0444,201.518,0.1082,-0.0378,0.1436,0.7609,0.6829,Class11
SIM_00278,Crop09,Class08,16.9683,0.3697,6.3144,134.2266,110.8254,165.4149,0.0545,-0.4021,0.208,0.5935,0.313,Class08
SIM_00279,Crop09,Class05,27.6709,0.4962,6.5626,79.6127,139.702,112.0513,0.0777,-0.4708,0.3911,0.5918,0.7067,Class05
SIM_00280,Crop01,Class05,31.2279,0.5617,5.8847,77.0103,182.3151,115.3869,0.0642,-0.4245,0.3645,0.4794,0.6178,Class05
SIM_00281,Crop03,Class10,23.7143,0.639,6.1099,91.6762,152.3812,150.0416,0.1191,-0.2678,0.1024,0.4265,0.7483,Class10
SIM_00282,Crop03,Class15,9.6159,0.5548,4.9574,133.7067,129.5874,151.7574,0.0592,0.0266,0.1669,0.3531,0.5272,Class15
SIM_00283,Crop05,Class15,10.6731,0.5604,5.2616,94.8151,184.8007,220.4292,0.0735,-0.0424,0.1293,0.4413,0.5487,Class15
SIM_00284,Crop02,Class08,22.1269,0.5469,6.4954,113.5789,144.754,204.8444,0.04,-0.3013,0.2054,0.624,0.4382,Class08
SIM_00285,Crop09,Class11,11.476,0.36,6.2551,117.7699,83.506,159.9519,0.1011,-0.0031,0.3311,0.6639,0.516,Class11
SIM_00286,Crop08,Class02,30.8278,0.4429,6.3869,108.4328,102.2655,165.2141,0.0481,0.2644,0.3231,0.6719,0.5207,Class02
SIM_00287,Crop09,Class15,5.7755,0.4479,5.8499,131.7394,119.6364,144.2092,0.055,0.2124,0.1874,0.3305,0.2923,Class15
SIM_00288,Crop02,Class01,31.7124,0.4838,6.9625,125.109,140.3993,219.2377,0.0957,0.175,0.2809,0.6611,0.3807,Class01
SIM_00289,Crop01,Class06,24.8808,0.4712,6.5662,31.3404,127.7691,186.6747,0.0803,-0.1829,0.4102,0.6886,0.4235,Class06
SIM_00290,Crop10,Class11,33.2657,0.2717,5.3347,68.22,80.0185,203.9044,0.0607,0.0581,0.1803,0.712,0.5995,Class11
SIM_00291,Crop03,Class15,7.7271,0.5723,5.1759,132.9713,146.6349,144.0155,0.0903,0.2178,0.1509,0.3341,0.5668,Class15
SIM_00292,Crop07,Class03,36.3931,0.6525,6.7041,60.3994,176.6184,127.7045,0.0631,-0.0197,0.2835,0.7963,0.6452,Class03
SIM_00293,Crop10,Class10,39.7213,0.4894,5.5767,58.4959,167.2758,167.5883,0.0765,-0.2814,0.1539,0.3826,0.7561,Class10
SIM_00294,Crop01,Class03,39.5186,0.6683,6.9668,90.9732,168.5351,110.8269,0.0441,-0.0232,0.2952,0.7733,0.197,Class03
SIM_00295,Crop01,Class01,31.8549,0.4975,6.9051,99.0735,147.6986,208.0586,0.1029,0.0023,0.257,0.3755,0.197,Class01
SIM_00296,Crop01,Class07,24.502,0.5205,5.0391,77.3253,131.2592,149.7307,0.1215,-0.3117,0.1665,0.2876,0.3216,Class07
SIM_00297,Crop02,Class09,9.1704,0.5751,5.8061,118.5684,155.0313,186.3277,0.0533,-0.091,0.2459,0.5112,0.385,Class09
SIM_00298,Crop01,Class04,16.6343,0.4696,5.8826,23.5197,167.4191,122.1101,0.1116,0.0096,0.3521,0.5916,0.2296,Class04
SIM_00299,Crop09,Class15,8.6405,0.4938,5.5092,129.413,154.7691,184.9548,0.055,0.17,0.1874,0.4074,0.4565,Class15
SIM_00300,Crop07,Class10,34.019,0.6632,6.4833,105.3145,201.172,205.9787,0.1145,-0.0447,0.1788,0.4581,0.6725,Class10
SIM_00301,Crop10,Class07,31.3516,0.3938,4.4963,61.5076,95.9153,137.6622,0.083,-0.3839,0.1188,0.4282,0.2934,Class07
SIM_00302,Crop09,Class08,30.9496,0.4684,7.1101,138.9453,118.2414,172.039,0.0538,-0.3893,0.1753,0.5448,0.3361,Class08
SIM_00303,Crop10,Class07,35.4542,0.2599,4.4255,69.965,89.8641,131.1109,0.1015,-0.2733,0.0955,0.5941,0.5087,Class07
SIM_00304,Crop03,Class02,28.1636,0.5547,6.3412,106.4681,83.9255,155.0243,0.068,-0.1749,0.2561,0.8465,0.4411,Class02
SIM_00305,Crop03,Class10,28.6825,0.6257,6.4993,111.5244,158.1664,171.3664,0.1329,-0.2527,0.1524,0.436,0.7643,Class10
SIM_00306,Crop09,Class12,30.3491,0.2469,5.442,51.3776,126.3477,111.5681,0.0581,-0.3469,0.2726,0.3246,0.6504,Class12
SIM_00307,Crop03,Class07,20.8175,0.3983,4.659,106.2124,108.6837,137.0338,0.1188,-0.2793,0.1079,0.5268,0.5494,Class07
SIM_00308,Crop01,Class07,32.2002,0.4286,5.1188,59.6146,121.6805,132.0474,0.1174,-0.2153,0.2144,0.3498,0.2271,Class07
SIM_00309,Crop07,Class14,19.3926,0.5102,4.9889,121.9531,184.1767,123.6776,0.057,0.0666,0.3002,0.4386,0.7064,Class14
SIM_00310,Crop09,Class10,32.7626,0.5963,6.3114,60.2284,169.8656,147.308,0.1155,-0.3828,0.2217,0.2972,0.5812,Class10
SIM_00311,Crop10,Class05,37.4298,0.5147,5.4845,57.1123,132.9524,129.7714,0.0511,-0.4401,0.2512,0.664,0.6974,Class05
SIM_00312,Crop10,Class01,32.5208,0.3146,5.5576,81.8043,97.3721,177.3363,0.0788,0.1059,0.0968,0.5791,0.5661,Class01
SIM_00313,Crop02,Class13,25.331,0.5557,6.8437,64.0568,190.1667,176.0067,0.125,-0.326,0.2938,0.5483,0.689,Class13
SIM_00314,Crop08,Class10,33.6264,0.5999,6.2086,82.169,197.9213,192.0881,0.0998,-0.0192,0.1715,0.4963,0.7704,Class10
SIM_00315,Crop09,Class10,30.2428,0.5937,6.6992,98.6543,164.4332,176.55,0.0839,-0.1872,0.2687,0.347,0.6965,Class10
SIM_00316,Crop07,Class05,29.9044,0.6173,5.1161,89.3539,180.9124,134.2804,0.0504,-0.3833,0.2261,0.7484,0.6596,Class05
SIM_00317,Crop09,Class03,32.9853,0.5442,6.86,108.425,119.7852,98.2976,0.0609,0.2064,0.3693,0.8167,0.1992,Class03
SIM_00318,Crop09,Class08,24.8797,0.3973,6.5014,126.7177,110.0604,156.2311,0.0585,-0.4328,0.2219,0.6541,0.394,Class08
SIM_00319,Crop05,Class12,31.0591,0.3693,5.7131,14.1233,164.9441,141.2331,0.06,-0.3662,0.2694,0.6857,0.6242,Class12
SIM_00320,Crop01,Class05,24.2068,0.6317,6.0416,38.4504,181.1725,123.1564,0.0415,-0.46,0.3523,0.5401,0.5274,Class05
SIM_00321,Crop05,Class08,25.9907,0.5176,7.0655,71.3616,138.1653,208.2828,0.0765,-0.3997,0.1665,0.823,0.2848,Class08
SIM_00322,Crop03,Class15,8.1641,0.5349,5.4778,144.9193,122.5917,185.6078,0.0753,0.1232,0.1425,0.4752,0.4802,Class15
SIM_00323,Crop02,Class04,19.977,0.5997,5.581,75.4616,161.969,143.2846,0.0849,-0.0454,0.3428,0.6057,0.3647,Class04
SIM_00324,Crop02,Class04,15.9244,0.4768,5.6382,77.5531,160.7356,139.0213,0.1022,-0.0067,0.408,0.8224,0.2796,Class04
SIM_00325,Crop07,Class04,21.5342,0.5538,4.8909,81.1969,181.8307,149.2823,0.0957,-0.2474,0.2955,0.6411,0.3457,Class04
SIM_00326,Crop06,Class14,22.1682,0.4473,4.9069,107.4066,146.7134,175.4748,0.028,0.3106,0.3703,0.2365,0.3364,Class14
SIM_00327,Crop06,Class08,22.2871,0.4178,6.9734,142.3258,102.9358,207.1567,0.0447,-0.3622,0.2002,0.6856,0.4665,Class08
SIM_00328,Crop08,Class14,21.1487,0.5204,5.2373,134.7414,152.048,166.8447,0.0344,0.2591,0.3745,0.424,0.4299,Class14
SIM_00329,Crop06,Class15,9.4333,0.5723,4.9339,128.8848,169.901,191.4303,0.0421,0.2009,0.1692,0.2672,0.5783,Class15
SIM_00330,Crop07,Class07,20.2526,0.3769,4.5956,125.7231,109.0161,167.6653,0.1214,-0.3655,0.1174,0.4937,0.4934,Class07
SIM_00331,Crop01,Class01,23.0948,0.5737,6.6092,107.4768,110.4545,186.609,0.0985,0.3916,0.2197,0.3858,0.26,Class01
SIM_00332,Crop09,Class05,21.3222,0.4978,6.4996,92.4579,149.4771,100.1981,0.0562,-0.416,0.3368,0.6379,0.5534,Class05
SIM_00333,Crop05,Class09,15.8581,0.4848,5.5036,87.2807,147.0855,183.0954,0.0598,-0.253,0.1381,0.5198,0.3653,Class09
SIM_00334,Crop02,Class06,26.6839,0.6272,6.4629,63.5745,111.6054,217.3087,0.0763,-0.186,0.4051,0.7262,0.5599,Class06
SIM_00335,Crop09,Class01,33.0034,0.4047,7.0325,130.8799,93.3092,181.6658,0.1066,0.0749,0.1895,0.5307,0.3561,Class01
SIM_00336,Crop08,Class15,11.8278,0.5566,6.154,142.9996,165.2101,188.2554,0.0587,0.1677,0.2839,0.388,0.5956,Class15
SIM_00337,Crop01,Class05,29.8383,0.6167,5.4899,69.5918,164.3759,102.461,0.0702,-0.2557,0.3516,0.6427,0.5366,Class05
SIM_00338,Crop02,Class10,33.4538,0.6962,6.6541,88.5853,185.3065,191.0026,0.1137,-0.0552,0.2268,0.569,0.7989,Class10
SIM_00339,Crop01,Class15,12.2982,0.5023,5.671,80.6475,185.5839,160.0173,0.0364,-0.0613,0.2529,0.2085,0.355,Class15
SIM_00340,Crop03,Class09,10.8318,0.4624,4.5658,135.2593,107.6817,129.7865,0.0653,-0.0678,0.1598,0.3937,0.553,Class09
SIM_00341,Crop01,Class11,20.2421,0.44,5.5448,90.3298,129.6643,183.7438,0.1108,-0.001,0.2817,0.4972,0.3551,Class11
SIM_00342,Crop08,Class01,26.8269,0.4118,7.0324,159.9376,99.6046,203.0891,0.1094,0.1512,0.1482,0.7906,0.4719,Class01
SIM_00343,Crop06,Class11,19.6168,0.4203,5.8495,125.972,88.3017,207.0899,0.0949,0.2574,0.2452,0.6676,0.4143,Class11
SIM_00344,Crop10,Class13,34.9528,0.3355,6.3926,34.3255,163.9312,128.4755,0.0818,-0.4363,0.1392,0.6249,0.7381,Class13
SIM_00345,Crop08,Class14,18.03,0.4414,5.43,94.9485,173.8337,159.1109,0.0606,0.1606,0.3803,0.466,0.4652,Class14
SIM_00346,Crop07,Class02,38.847,0.5586,5.8695,99.295,101.5906,148.4967,0.0467,0.0394,0.1524,0.861,0.3529,Class02
SIM_00347,Crop06,Class04,15.4586,0.4164,5.6018,83.9059,143.7204,151.7027,0.0641,0.026,0.3748,0.6285,0.3121,Class04
SIM_00348,Crop01,Class01,29.2449,0.4979,6.9661,132.4499,121.9786,188.9822,0.0976,0.1534,0.1463,0.4353,0.3568,Class01
SIM_00349,Crop01,Class14,20.3127,0.5235,6.4121,64.5745,133.4057,121.9965,0.0399,0.0445,0.3886,0.3,0.4829,Class14
SIM_00350,Crop07,Class05,25.987,0.6308,5.7483,100.2936,176.3765,100.1822,0.0693,-0.4623,0.2986,0.8039,0.7194,Class05
SIM_00351,Crop01,Class08,26.5686,0.609,7.0191,100.9473,185.6273,169.5474,0.0399,-0.397,0.1967,0.3924,0.2851,Class08
SIM_00352,Crop01,Class08,26.6998,0.5396,6.5426,96.8232,159.1083,189.61,0.0453,-0.3301,0.1712,0.5466,0.4778,Class08
SIM_00353,Crop03,Class11,11.3698,0.3549,4.7392,112.484,98.1977,184.4417,0.1163,-0.026,0.1461,0.6139,0.5353,Class11
SIM_00354,Crop09,Class14,23.8728,0.4291,5.5809,99.2606,132.5382,130.8331,0.062,-0.031,0.3683,0.3193,0.4696,Class14
SIM_00355,Crop05,Class05,25.9146,0.6533,5.8522,76.5733,173.9467,128.9184,0.0748,-0.3628,0.2386,0.6305,0.4202,Class05
SIM_00356,Crop08,Class12,23.7305,0.3905,5.2944,58.1205,139.9794,168.0473,0.0732,-0.2669,0.3269,0.5866,0.6117,Class12
SIM_00357,Crop05,Class05,34.2124,0.546,5.5892,66.1089,175.5241,153.6539,0.0838,-0.5103,0.1828,0.8483,0.6811,Class05
SIM_00358,Crop02,Class03,34.7825,0.6719,7.0228,86.8138,154.9331,152.1483,0.0478,0.0866,0.3511,0.7869,0.3043,Class03
SIM_00359,Crop04,Class02,37.0925,0.4094,6.8817,123.2337,112.4235,155.0306,0.0314,0.0258,0.2501,0.7196,0.4458,Class02
SIM_00360,Crop01,Class06,30.2069,0.4662,6.4638,30.9386,131.7829,161.1217,0.0668,-0.1565,0.4137,0.5495,0.3454,Class06
SIM_00361,Crop08,Class09,8.5578,0.4854,4.9775,116.1801,140.1377,142.2458,0.0515,-0.0401,0.2219,0.4332,0.2442,Class09
SIM_00362,Crop02,Class12,27.1107,0.5323,6.5617,88.391,153.5546,191.1768,0.0537,-0.2522,0.3272,0.4248,0.7396,Class12
SIM_00363,Crop04,Class13,22.1645,0.2703,6.3228,82.0526,185.3548,144.5854,0.0694,-0.3569,0.1896,0.6091,0.5633,Class13
SIM_00364,Crop10,Class08,36.2691,0.4177,6.243,120.5055,115.7703,182.1182,0.0375,-0.4369,0.0921,0.7369,0.3115,Class08
SIM_00365,Crop06,Class07,22.3359,0.3918,4.937,110.6894,87.9998,195.558,0.0821,-0.2743,0.1816,0.3615,0.2568,Class07
SIM_00366,Crop05,Class03,33.2828,0.621,6.8719,46.6409,154.092,140.2321,0.0623,0.0232,0.2624,0.905,0.3335,Class03
SIM_00367,Crop06,Class14,16.5761,0.4914,6.023,81.1861,132.231,171.8943,0.0339,0.2812,0.4209,0.2891,0.5482,Class14
SIM_00368,Crop08,Class06,32.7904,0.4731,6.1113,74.6889,108.6349,188.7954,0.0592,-0.0025,0.3254,0.6182,0.5914,Class06
SIM_00369,Crop03,Class12,24.9907,0.3175,5.6573,42.9346,124.4673,121.4633,0.0669,-0.3813,0.2216,0.4046,0.7995,Class12
SIM_00370,Crop07,Class10,37.5667,0.6416,6.9734,80.3301,196.3616,193.5309,0.1085,-0.0887,0.1616,0.4469,0.8449,Class10
SIM_00371,Crop09,Class14,16.2703,0.3507,5.7969,105.5678,123.8822,127.7184,0.0428,0.2172,0.3826,0.2984,0.3355,Class14
